tree_id,legal_status,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,species_latin,species_english
1395,Permitted Site,38 Ardath Ct,2,Sidewalk: Curb side : Cutout,Private,10/03/2007,3,3X4,37.73462917,-122.3823734,Ginkgo biloba 'Saratoga',Ginkgo: Saratoga
29949,DPW Maintained,239 Broad St,1,Sidewalk: Curb side : Cutout,DPW,10/03/2007,3,3x3,37.71309201,-122.460422,Tristaniopsis laurina 'Elegant',Small-leaf Tristania 'Elegant'
26561,DPW Maintained,430 Bay Shore Blvd,2,Sidewalk: Curb side : Cutout,DPW,10/03/2007,3,3X3,37.74089353,-122.4069349,Magnolia grandiflora 'Little Gem',Little Gem Magnolia
17171,Permitted Site,1221X Oakdale Ave,3,Sidewalk: Curb side : Cutout,Private,10/03/2007,3,3x3,37.7304923,-122.3831702,Eriobotrya deflexa,Bronze Loquat
11997,DPW Maintained,1200X La Salle Ave,24,Sidewalk: Curb side : Cutout,DPW,10/03/2007,3,3X3,37.73161513,-122.3819408,Tristaniopsis laurina,Swamp Myrtle
29942,DPW Maintained,206 Broad St,1,Sidewalk: Curb side : Cutout,Private,10/03/2007,3,3x3,37.7132593,-122.4593678,Tristaniopsis laurina,Swamp Myrtle
30078,DPW Maintained,410X Brotherhood Way,13,Median : Cutout,DPW,10/03/2007,6,M,37.71172889,-122.4634421,Pinus radiata,Monterey Pine
29955,DPW Maintained,167 Broad St,1,Sidewalk: Curb side : Cutout,Private,10/03/2007,3,3x3,37.71309844,-122.4580163,Tristaniopsis laurina,Swamp Myrtle
30083,DPW Maintained,410X Brotherhood Way,18,Median : Cutout,DPW,10/03/2007,6,M,37.71172889,-122.4634421,Pinus radiata,Monterey Pine
30072,DPW Maintained,410X Brotherhood Way,6,Median : Cutout,DPW,10/03/2007,3,M,37.71172889,-122.4634421,Pinus radiata,Monterey Pine
13343,DPW Maintained,330X Mansell St,1,Sidewalk: Curb side : Cutout,DPW,10/03/2007,6,3x3,37.72087014,-122.4043703,Arbutus 'Marina',Hybrid Strawberry Tree
30070,DPW Maintained,410X Brotherhood Way,4,Median : Cutout,DPW,10/03/2007,6,M,37.71172889,-122.4634421,Pinus radiata,Monterey Pine
30059,DPW Maintained,510X Brotherhood Way,4,Median : Cutout,DPW,10/03/2007,6,M,37.71247053,-122.4674296,Pinus radiata,Monterey Pine
6839,Permitted Site,1475 FAIRFAX AVE,4,Sidewalk: Curb side : Cutout,Private,10/03/2007,3,3X3,37.74097569,-122.3867005,Magnolia grandiflora,Southern Magnolia
30084,DPW Maintained,410X Brotherhood Way,19,Median : Cutout,DPW,10/03/2007,6,M,37.71172889,-122.4634421,Pinus radiata,Monterey Pine
30071,DPW Maintained,410X Brotherhood Way,5,Median : Cutout,DPW,10/03/2007,3,M,37.71172889,-122.4634421,Pinus radiata,Monterey Pine
11983,DPW Maintained,1200X La Salle Ave,10,Sidewalk: Curb side : Cutout,DPW,10/03/2007,3,3X3,37.73161513,-122.3819408,Tristaniopsis laurina,Swamp Myrtle
10760,DPW Maintained,1120X Hudson Ave,30,Sidewalk: Curb side : Cutout,DPW,10/03/2007,3,3X4,37.73252507,-122.3804241,Quercus suber,Cork Oak
29946,DPW Maintained,290X Broad St,1,Sidewalk: Curb side : Cutout,Private,10/03/2007,3,3x3,37.71323743,-122.4622524,Tristaniopsis laurina,Swamp Myrtle
29952,DPW Maintained,139 Broad St,1,Sidewalk: Curb side : Cutout,DPW,10/03/2007,2,3x3,37.71310396,-122.457529,Tristaniopsis laurina,Swamp Myrtle
24029,DPW Maintained,39 Westbrook Ct,2,Sidewalk: Curb side : Cutout,DPW,10/03/2007,3,3X4,37.73490345,-122.3822896,Lophostemon confertus,Brisbane Box
3829,Permitted Site,150 Cashmere St,1,Sidewalk: Curb side : Cutout,Private,11/03/2007,3,3X3,37.73633921,-122.3849215,Lophostemon confertus,Brisbane Box
24443,DPW Maintained,1900 03rd St,23,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3X3,37.76490768,-122.3890518,Arbutus 'Marina',Hybrid Strawberry Tree
16168,DPW Maintained,425 Monterey Blvd,1,Sidewalk: Curb side : Cutout,DPW,11/03/2007,28,3X3,37.73145407,-122.4448718,Corymbia ficifolia,Red Flowering Gum
22059,DPW Maintained,3095 03rd St,2,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3X3,37.75056808,-122.3874537,Lophostemon confertus,Brisbane Box
22020,Permitted Site,2799 03rd St,9,Sidewalk: Curb side : Cutout,Private,11/03/2007,0,3X3,37.75411643,-122.3877791,Lophostemon confertus,Brisbane Box
4101,DPW Maintained,3330 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3X3,37.74830792,-122.4167031,Platanus x hispanica,Sycamore: London Plane
2390,DPW Maintained,2642X Bryant St,2,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3X3,37.75209943,-122.4091503,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
11430,DPW Maintained,810X Mendell St,3,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3x3,37.73831971,-122.3871033,Quercus suber,Cork Oak
22060,DPW Maintained,3095 03rd St,3,Sidewalk: Curb side : Cutout,Private,11/03/2007,3,3X3,37.75062974,-122.38745,Lophostemon confertus,Brisbane Box
16775,DPW Maintained,1901 O'Farrell St,4,Sidewalk: Curb side : Cutout,DPW,11/03/2007,6,3X3,37.78107799,-122.4469169,Olea europaea,Olive Tree
2391,DPW Maintained,2647 Bryant St,1,Sidewalk: Curb side : Cutout,Private,11/03/2007,3,3X3,37.75201425,-122.4089372,Acer rubrum,Red Maple
21863,DPW Maintained,1900 03rd St,5,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3X3,37.76510103,-122.3891085,Lophostemon confertus,Brisbane Box
10172,DPW Maintained,1029 Guerrero St,1,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3X3,37.75404977,-122.4229671,Magnolia grandiflora,Southern Magnolia
16773,DPW Maintained,1901 O'Farrell St,2,Sidewalk: Curb side : Cutout,DPW,11/03/2007,6,3X3,37.78107799,-122.4469169,Olea europaea,Olive Tree
10216,DPW Maintained,1350 Guerrero St,5,Sidewalk: Curb side : Cutout,DPW,11/03/2007,6,2X2,37.74954903,-122.4227829,Arbutus 'Marina',Hybrid Strawberry Tree
15587,DPW Maintained,3184 Mission St,2,Sidewalk: Curb side : Cutout,Private,11/03/2007,3,3x3,37.74612859,-122.4196488,Platanus x hispanica,Sycamore: London Plane
16774,Permitted Site,1901 O'Farrell St,3,Sidewalk: Curb side : Cutout,Private,11/03/2007,6,3X3,37.78107799,-122.4469169,Olea europaea,Olive Tree
16036,DPW Maintained,160 Monterey Blvd,4,Sidewalk: Curb side : Cutout,Private,11/03/2007,3,3X3,37.7316802,-122.4388875,Lophostemon confertus,Brisbane Box
15586,DPW Maintained,3184 Mission St,1,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,4x4,37.7462291,-122.4195844,Platanus x hispanica,Sycamore: London Plane
12402,DPW Maintained,1455 Laguna St,1,Sidewalk: Curb side : Cutout,DPW,11/03/2007,6,3X3,37.7842359,-122.4286805,Lophostemon confertus,Brisbane Box
24047,DPW Maintained,81 Westbrook Ct,1,Sidewalk: Curb side : Cutout,DPW,11/03/2007,6,3X3,37.7349496,-122.3828676,Lophostemon confertus,Brisbane Box
2389,DPW Maintained,2642X Bryant St,1,Sidewalk: Curb side : Cutout,DPW,11/03/2007,3,3X3,37.75209943,-122.4091503,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
1802,DPW Maintained,2020 Bay Shore Blvd,4,Median : Cutout,DPW,11/03/2007,12,6,37.71495996,-122.3993379,Washingtonia robusta,Mexican Fan Palm
10045,Permitted Site,375 Guerrero St,3,Sidewalk: Curb side : Cutout,Private,11/03/2007,6,2X2,37.76521096,-122.4240083,Prunus cerasifera,Cherry Plum
16995,DPW Maintained,900 Oak St,4,Sidewalk: Curb side : Cutout,Private,11/03/2007,3,3X3,37.77356966,-122.4345593,Myoporum laetum,Myoporum
1803,DPW Maintained,2020 Bay Shore Blvd,5,Median : Cutout,DPW,11/03/2007,12,6,37.71495996,-122.3993379,Washingtonia robusta,Mexican Fan Palm
54809,Permitted Site,150 Carmel St,2,Front Yard : Cutout,Private,12/03/2007,5,3x3,37.76087687,-122.4497094,Arbutus 'Marina',Hybrid Strawberry Tree
84815,Permitted Site,716 Douglass St,1,Sidewalk: Curb side : Cutout,Private,12/03/2007,5,4x4,37.7523533,-122.4386658,Ginkgo biloba 'Autumn Gold',Ginkgo: Autumn Gold
84792,DPW Maintained,308 Townsend St,1,Sidewalk: Curb side : Cutout,Private,13/03/2007,10,3x3,37.77705728,-122.3952081,Lophostemon confertus,Brisbane Box
6843,Permitted Site,1445 FAIRFAX AVE,1,Sidewalk: Curb side : Cutout,Private,14/03/2007,6,3X3,37.74047206,-122.3865874,Hymenosporum flavum,Sweet Shade
85563,DPW Maintained,1186 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72963396,-122.3830847,Magnolia grandiflora,Southern Magnolia
85590,DPW Maintained,1570 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73369838,-122.3902607,Magnolia grandiflora,Southern Magnolia
85582,DPW Maintained,1486 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73283108,-122.3887046,Magnolia grandiflora,Southern Magnolia
85589,DPW Maintained,1566 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73368964,-122.3902765,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85609,DPW Maintained,1551 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73341023,-122.3900595,Magnolia grandiflora,Southern Magnolia
85585,DPW Maintained,1516 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73318307,-122.3893503,Magnolia grandiflora,Southern Magnolia
85608,DPW Maintained,1481 Palou Ave,2,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73264211,-122.3887207,Magnolia grandiflora,Southern Magnolia
85591,DPW Maintained,1574 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73376169,-122.3903612,Magnolia grandiflora,Southern Magnolia
17021,Permitted Site,1062 Oak St,1,Sidewalk: Curb side : Cutout,Private,21/03/2007,24,3X3,37.77326737,-122.4368066,Lophostemon confertus,Brisbane Box
85604,DPW Maintained,1261 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73033061,-122.3845951,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85575,DPW Maintained,1354 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73147,-122.3863148,Magnolia grandiflora,Southern Magnolia
85588,DPW Maintained,1548 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73349148,-122.3898885,Magnolia grandiflora,Southern Magnolia
85584,DPW Maintained,1512 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73312248,-122.3892754,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85586,DPW Maintained,1526 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73327697,-122.38952,Magnolia grandiflora,Southern Magnolia
85574,DPW Maintained,1340 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73133025,-122.386063,Magnolia grandiflora,Southern Magnolia
85564,DPW Maintained,1180 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72955677,-122.3829453,Magnolia grandiflora,Southern Magnolia
85567,DPW Maintained,1274 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73056143,-122.3847639,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85576,DPW Maintained,1362 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73154447,-122.3864365,Magnolia grandiflora,Southern Magnolia
85578,DPW Maintained,1388 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73176784,-122.3868896,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85603,DPW Maintained,1187 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72951519,-122.383219,Magnolia grandiflora,Southern Magnolia
85594,DPW Maintained,1039 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72821872,-122.3809261,Magnolia grandiflora,Southern Magnolia
85605,DPW Maintained,1331X Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73108597,-122.3860094,Magnolia grandiflora,Southern Magnolia
85559,DPW Maintained,980 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72747942,-122.3793339,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85593,DPW Maintained,1035 Palou Ave,2,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72812505,-122.3807413,Magnolia grandiflora,Southern Magnolia
85571,DPW Maintained,1252 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73036792,-122.3843754,Magnolia grandiflora,Southern Magnolia
85569,DPW Maintained,1260 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73041999,-122.3845147,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85583,DPW Maintained,1500 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73299645,-122.3890529,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85595,DPW Maintained,1043 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72829794,-122.3810707,Magnolia grandiflora,Southern Magnolia
85579,DPW Maintained,1388 Palou Ave,2,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73180388,-122.3868819,Magnolia grandiflora,Southern Magnolia
85602,DPW Maintained,1179 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72943003,-122.3830686,Magnolia grandiflora,Southern Magnolia
85600,DPW Maintained,1139 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72904548,-122.3823803,Magnolia grandiflora,Southern Magnolia
85606,DPW Maintained,1339 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73114907,-122.3861232,Magnolia grandiflora,Southern Magnolia
85568,DPW Maintained,1264 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.7304604,-122.3845859,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
1469,DPW Maintained,212 Arguello Blvd,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,6,3X3,37.78635132,-122.4591404,Pittosporum undulatum,Victorian Box
85592,DPW Maintained,1035 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72817188,-122.3808337,Magnolia grandiflora,Southern Magnolia
85566,DPW Maintained,1276 Palou Ave,2,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73067252,-122.384914,Magnolia grandiflora,Southern Magnolia
85587,DPW Maintained,1536 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73338141,-122.3896918,Magnolia grandiflora,Southern Magnolia
85572,DPW Maintained,1318 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73110766,-122.3856662,Magnolia grandiflora,Southern Magnolia
85562,DPW Maintained,990 Palou Ave,2,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72756659,-122.3794874,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85607,DPW Maintained,1397 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.7317603,-122.3871143,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85580,DPW Maintained,1458 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73252448,-122.3882219,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85597,DPW Maintained,1101 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,6,3x3,37.7286651,-122.3816606,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85560,DPW Maintained,980 Palou Ave,2,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72747942,-122.3793339,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85601,DPW Maintained,1155 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72919202,-122.3826577,Magnolia grandiflora,Southern Magnolia
85596,DPW Maintained,1081 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72838165,-122.3812173,Magnolia grandiflora,Southern Magnolia
85581,DPW Maintained,1470 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73265332,-122.3883978,Magnolia grandiflora,Southern Magnolia
85573,DPW Maintained,1326 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73117042,-122.3857826,Magnolia grandiflora,Southern Magnolia
85561,DPW Maintained,990 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.72756659,-122.3794874,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85577,DPW Maintained,1370 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73158368,-122.3865651,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85570,DPW Maintained,1260 Palou Ave,2,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73041999,-122.3845147,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
85565,DPW Maintained,1276 Palou Ave,1,Sidewalk: Curb side : Cutout,DPW,21/03/2007,3,3x3,37.73058164,-122.3847995,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
29980,DPW Maintained,1622X Guerrero St,1,Median : Cutout,DPW,24/03/2007,3,3x3,37.74520453,-122.4222256,Cordyline australis,Dracena Palm
29992,DPW Maintained,681X San Jose Ave,7,Median : Cutout,DPW,24/03/2007,3,3x3,37.74480633,-122.422357,Cordyline australis,Dracena Palm
29983,DPW Maintained,1622X Guerrero St,4,Median : Cutout,DPW,24/03/2007,3,3x3,37.74538344,-122.422211,Olea europaea,Olive Tree
30016,DPW Maintained,750X San Jose Ave,8,Median : Cutout,DPW,24/03/2007,3,3x3,37.74315579,-122.4229579,Cordyline australis,Dracena Palm
29984,DPW Maintained,1622X Guerrero St,5,Median : Cutout,DPW,24/03/2007,3,3x3,37.74540941,-122.4222134,Chamaerops humilis,Mediterranean Fan Palm
30007,DPW Maintained,750X San Jose Ave,3,Median : Cutout,DPW,24/03/2007,3,3x3,37.74303844,-122.4230004,Cordyline australis,Dracena Palm
30005,DPW Maintained,795X San Jose Ave,1,Median : Cutout,DPW,24/03/2007,3,3x3,37.74252576,-122.423206,Chamaerops humilis,Mediterranean Fan Palm
30017,DPW Maintained,750X San Jose Ave,9,Median : Cutout,DPW,24/03/2007,3,3x3,37.74321158,-122.4229372,Cordyline australis,Dracena Palm
30020,DPW Maintained,710X San Jose Ave,12,Median : Cutout,DPW,24/03/2007,3,3x3,37.74379311,-122.4228801,Trachycarpus fortunei,Windmill Palm
29994,DPW Maintained,681X San Jose Ave,9,Median : Cutout,DPW,24/03/2007,3,3x3,37.74485635,-122.4223387,Cordyline australis,Dracena Palm
30021,DPW Maintained,710X San Jose Ave,13,Median : Cutout,DPW,24/03/2007,3,3x3,37.74379311,-122.4228801,Trachycarpus fortunei,Windmill Palm
30003,DPW Maintained,610X San Jose Ave,15,Median : Cutout,DPW,24/03/2007,3,3x3,37.74623246,-122.4218637,Trachycarpus fortunei,Windmill Palm
30019,DPW Maintained,710X San Jose Ave,10,Median : Cutout,DPW,24/03/2007,3,3x3,37.74379311,-122.4228801,Olea europaea,Olive Tree
29998,DPW Maintained,681X San Jose Ave,12,Median : Cutout,DPW,24/03/2007,3,3x3,37.74489867,-122.4223205,Cordyline australis,Dracena Palm
30012,DPW Maintained,738X San Jose Ave,4,Median : Cutout,DPW,24/03/2007,3,3x3,37.74351866,-122.4228193,Cordyline australis,Dracena Palm
29989,DPW Maintained,681X San Jose Ave,4,Median : Cutout,DPW,24/03/2007,3,3x3,37.74468129,-122.4224008,Cordyline australis,Dracena Palm
30018,DPW Maintained,710X San Jose Ave,11,Median : Cutout,DPW,24/03/2007,3,3x3,37.74379311,-122.4228801,Olea europaea,Olive Tree
29988,DPW Maintained,681X San Jose Ave,3,Median : Cutout,DPW,24/03/2007,3,3x3,37.74465628,-122.4224105,Cordyline australis,Dracena Palm
29997,DPW Maintained,681X San Jose Ave,11,Median : Cutout,DPW,24/03/2007,3,3x3,37.7448929,-122.4223229,Cordyline australis,Dracena Palm
30014,DPW Maintained,738X San Jose Ave,6,Median : Cutout,DPW,24/03/2007,3,3x3,37.74369154,-122.4227584,Chamaerops humilis,Mediterranean Fan Palm
30009,DPW Maintained,750X San Jose Ave,5,Median : Cutout,DPW,24/03/2007,3,3x3,37.74310192,-122.4229785,Cordyline australis,Dracena Palm
29991,DPW Maintained,681X San Jose Ave,6,Median : Cutout,DPW,24/03/2007,3,3x3,37.74476497,-122.4223703,Olea europaea,Olive Tree
29981,DPW Maintained,1622X Guerrero St,2,Median : Cutout,DPW,24/03/2007,3,3x3,37.74522954,-122.4222183,Cordyline australis,Dracena Palm
29990,DPW Maintained,681X San Jose Ave,5,Median : Cutout,DPW,24/03/2007,3,3x3,37.74470822,-122.422391,Cordyline australis,Dracena Palm
29987,DPW Maintained,688X San Jose Ave,2,Median : Cutout,DPW,24/03/2007,3,3x3,37.74413977,-122.4226039,Cordyline australis,Dracena Palm
29982,DPW Maintained,1622X Guerrero St,3,Median : Cutout,DPW,24/03/2007,3,3x3,37.74525743,-122.4222159,Cordyline australis,Dracena Palm
29999,DPW Maintained,681X San Jose Ave,13,Median : Cutout,DPW,24/03/2007,3,3x3,37.7449179,-122.4223144,Chamaerops humilis,Mediterranean Fan Palm
30002,DPW Maintained,610X San Jose Ave,14,Median : Cutout,DPW,24/03/2007,3,3x3,37.74623246,-122.4218637,Olea europaea,Olive Tree
30006,DPW Maintained,795X San Jose Ave,2,Median : Cutout,DPW,24/03/2007,3,3x3,37.7425575,-122.4231914,Olea europaea,Olive Tree
30010,DPW Maintained,750X San Jose Ave,2,Median : Cutout,DPW,24/03/2007,3,3x3,37.74301535,-122.4230102,Cordyline australis,Dracena Palm
30008,DPW Maintained,750X San Jose Ave,4,Median : Cutout,DPW,24/03/2007,3,3x3,37.74307114,-122.4229858,Cordyline australis,Dracena Palm
30015,DPW Maintained,738X San Jose Ave,7,Median : Cutout,DPW,24/03/2007,3,3x3,37.74372713,-122.422745,Chamaerops humilis,Mediterranean Fan Palm
30004,DPW Maintained,610X San Jose Ave,16,Median : Cutout,DPW,24/03/2007,3,3x3,37.74623246,-122.4218637,Trachycarpus fortunei,Windmill Palm
29996,DPW Maintained,681X San Jose Ave,10,Median : Cutout,DPW,24/03/2007,3,3x3,37.74487366,-122.4223326,Cordyline australis,Dracena Palm
30013,DPW Maintained,738X San Jose Ave,5,Median : Cutout,DPW,24/03/2007,3,3x3,37.7435629,-122.4228073,Cordyline australis,Dracena Palm
29993,DPW Maintained,681X San Jose Ave,8,Median : Cutout,DPW,24/03/2007,3,3x3,37.74483422,-122.4223472,Cordyline australis,Dracena Palm
29985,DPW Maintained,688X San Jose Ave,1,Median : Cutout,DPW,24/03/2007,3,3x3,37.74411572,-122.4226075,Cordyline australis,Dracena Palm
84888,Permitted Site,1699X Valencia St,2,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
84889,Permitted Site,1699X Valencia St,3,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
84892,Permitted Site,1699X Valencia St,6,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
131815,DPW Maintained,149 Alhambra St,1,Sidewalk: Curb side : Cutout,Private,27/03/2007,9,Width 6ft,37.80196852,-122.4387053,Olea europaea,Olive Tree
84890,Permitted Site,1699X Valencia St,4,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
84740,DPW Maintained,143 Alhambra St,1,Front Yard : Cutout,Private,27/03/2007,13,4x6,37.80197829,-122.4386858,Agonis flexuosa,Peppermint Willow
84895,Permitted Site,1699X Valencia St,9,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
84896,Permitted Site,1699X Valencia St,10,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
84893,Permitted Site,1699X Valencia St,7,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
84894,Permitted Site,1699X Valencia St,8,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
84891,Permitted Site,1699X Valencia St,5,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
131816,DPW Maintained,149 Alhambra St,2,Sidewalk: Property side : Yard,Private,27/03/2007,8,Width 6ft,37.8019406,-122.4386752,Olea europaea,Olive Tree
84887,Permitted Site,1699X Valencia St,1,Sidewalk: Curb side : Cutout,Private,27/03/2007,3,3x3,37.74590571,-122.4197376,Acer rubrum,Red Maple
13364,DPW Maintained,830 Mansell St,1,Sidewalk: Curb side : Cutout,DPW,29/03/2007,3,3X6,37.71951129,-122.4094726,Magnolia grandiflora,Southern Magnolia
13340,DPW Maintained,230 Mansell St,1,Sidewalk: Curb side : Cutout,DPW,29/03/2007,3,3X24,37.72112722,-122.4033828,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
4894,DPW Maintained,745X Mansell St,2,Sidewalk: Curb side : Cutout,DPW,29/03/2007,3,3X3,37.71945584,-122.4083036,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
9308,DPW Maintained,240X Mansell St,3,Sidewalk: Curb side : Cutout,DPW,29/03/2007,3,3X100,37.72109762,-122.4034965,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia
19104,DPW Maintained,10X Mansell St,2,Sidewalk: Curb side : Cutout,Rec/Park,29/03/2007,3,4X30,37.72156936,-122.4016022,Magnolia grandiflora,Southern Magnolia
13371,DPW Maintained,910 Mansell St,1,Sidewalk: Curb side : Cutout,Private,29/03/2007,3,3X10,37.71927006,-122.4103955,Magnolia grandiflora,Southern Magnolia
19103,DPW Maintained,10X Mansell St,1,Sidewalk: Curb side : Cutout,Private,29/03/2007,3,4X30,37.72159317,-122.4015119,Magnolia grandiflora,Southern Magnolia
