legal_status,address,caretaker,date,dbh,plot_size,latitude,longitude,species_english,species_latin,year,Native,Family
DPW Maintained,1454 27th Ave,DPW,21/12/2006,3,3x3,37.76027106,-122.4854168,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1534 27th Ave,DPW,21/12/2006,3,3x3,37.75876796,-122.4853096,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,1304 27th Ave,DPW,21/12/2006,3,3x3,37.76305989,-122.4856209,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1427 27th Ave,DPW,26/12/2006,3,3x3,37.76079761,-122.4856009,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1495 27th Ave,DPW,26/12/2006,3,3x3,37.75962507,-122.485519,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1303 27th Ave,DPW,26/12/2006,3,3x3,37.76299017,-122.4857538,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,1391 27th Ave,DPW,26/12/2006,3,3x3,37.76149672,-122.4856503,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1309 27th Ave,DPW,26/12/2006,3,3x3,37.76298237,-122.485754,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2006,Exotic,Prunus
DPW Maintained,1451 27th Ave,DPW,26/12/2006,3,3x3,37.76036738,-122.4855707,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1643 27th Ave,DPW,26/12/2006,3,3x3,37.75673614,-122.485319,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1375 27th Ave,DPW,26/12/2006,3,3x3,37.76176343,-122.4856758,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1475 27th Ave,DPW,26/12/2006,3,3x3,37.75993715,-122.4855405,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1303 27th Ave,DPW,26/12/2006,3,3x3,37.76282016,-122.4857476,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1554 27th Ave,DPW,26/12/2006,3,3x3,37.75840233,-122.4852908,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1567 27th Ave,DPW,26/12/2006,3,3x3,37.75823626,-122.4854234,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1539 27th Ave,DPW,26/12/2006,3,3x3,37.75867702,-122.4854548,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1583 27th Ave,DPW,26/12/2006,3,3x3,37.75795314,-122.4854053,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1647 27th Ave,DPW,26/12/2006,3,3x3,37.75671003,-122.4853143,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1651 27th Ave,DPW,26/12/2006,3,3x3,37.75660444,-122.4853135,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1403 27th Ave,DPW,26/12/2006,3,3x3,37.76115161,-122.4856303,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1455 27th Ave,DPW,26/12/2006,3,3x3,37.76029703,-122.48557,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1543 27th Ave,DPW,26/12/2006,3,3x3,37.7586053,-122.4854529,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1419 27th Ave,DPW,26/12/2006,3,3x3,37.76088472,-122.4856059,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1531 27th Ave,DPW,26/12/2006,3,3x3,37.75880719,-122.4854658,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1303 27th Ave,DPW,26/12/2006,3,3x3,37.76286267,-122.4857487,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1590 27th Ave,DPW,26/12/2006,3,3x3,37.75778838,-122.4852473,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1371 27th Ave,DPW,26/12/2006,3,3x3,37.76187773,-122.4856755,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1755 27th Ave,DPW,27/12/2006,3,3x3,37.75470367,-122.4851732,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1775 27th Ave,DPW,27/12/2006,3,3x3,37.7543455,-122.485148,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1789 27th Ave,DPW,27/12/2006,3,3x3,37.75409477,-122.4851303,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1711 27th Ave,DPW,27/12/2006,3,3x3,37.75549165,-122.4852288,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1230 26th Ave,DPW,27/12/2006,3,3x3,37.76447907,-122.4846325,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,1751 27th Ave,DPW,27/12/2006,3,3x3,37.7547753,-122.4851783,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1200 26th Ave,DPW,27/12/2006,3,3x3,37.7648972,-122.4846649,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,1743 27th Ave,DPW,27/12/2006,3,3x3,37.75491857,-122.4851884,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2006,Exotic,Prunus
DPW Maintained,1298X 26TH AVE,DPW,27/12/2006,3,3x3,37.76417371,-122.484694,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2006,Exotic,Prunus
DPW Maintained,1763X 27th Ave,DPW,27/12/2006,3,3x3,37.7545604,-122.4851631,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1200 26th Ave,DPW,27/12/2006,3,3x3,37.76476069,-122.4846506,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,1731 27th Ave,DPW,27/12/2006,3,3x3,37.75513348,-122.4852035,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2006,Exotic,Prunus
DPW Maintained,1783 27th Ave,DPW,27/12/2006,3,3x3,37.75420223,-122.4851379,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1719 27th Ave,DPW,27/12/2006,3,3x3,37.75534838,-122.4852187,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2006,Exotic,Prunus
DPW Maintained,1723 27th Ave,DPW,27/12/2006,3,3x3,37.75527675,-122.4852136,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1727 27th Ave,DPW,27/12/2006,3,3x3,37.75520511,-122.4852086,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1887 27th Ave,DPW,28/12/2006,6,3x3,37.75227909,-122.4850188,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,1610 27th Ave,DPW,28/12/2006,3,3x3,37.75729973,-122.485214,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1814 27th Ave,DPW,28/12/2006,8,3x3,37.75350626,-122.4849293,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1706 27th Ave,DPW,28/12/2006,3,3x3,37.75549595,-122.4850635,Strawberry Tree,Arbutus unedo,2006,Exotic,Arbutus
DPW Maintained,1750 27th Ave,DPW,28/12/2006,3,3x3,37.75480418,-122.4850215,Strawberry Tree,Arbutus unedo,2006,Exotic,Arbutus
DPW Maintained,1807 27th Ave,DPW,28/12/2006,3,3x3,37.75363621,-122.4851162,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1822 27th Ave,DPW,28/12/2006,3,3x3,37.75337313,-122.4849174,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1738 27th Ave,DPW,28/12/2006,3,3x3,37.75499635,-122.4850553,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1830 27th Ave,DPW,28/12/2006,10,3x3,37.75322444,-122.4849134,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1698 27th Ave,DPW,28/12/2006,3,3x3,37.75590577,-122.485105,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1801X 27th Ave,DPW,28/12/2006,8,3x3,37.75380377,-122.4851099,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1750 27th Ave,DPW,28/12/2006,3,3x3,37.75478144,-122.4850401,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1839 27th Ave,DPW,28/12/2006,5,3x3,37.7530889,-122.4850704,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1786 27th Ave,DPW,28/12/2006,3,3x3,37.7541236,-122.4849622,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1654 27th Ave,DPW,28/12/2006,3,3x3,37.75660265,-122.4851657,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1742 27th Ave,DPW,28/12/2006,3,3x3,37.75488357,-122.4850197,Strawberry Tree,Arbutus unedo,2006,Exotic,Arbutus
DPW Maintained,1642 27th Ave,DPW,28/12/2006,3,3x3,37.75678527,-122.485178,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1867 27th Ave,DPW,28/12/2006,7,3x3,37.75259766,-122.485044,Strawberry Tree,Arbutus unedo,2006,Exotic,Arbutus
DPW Maintained,1815 27th Ave,DPW,28/12/2006,6,3x3,37.75347921,-122.4851015,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1810 27th Ave,DPW,28/12/2006,6,3x3,37.75356674,-122.4849364,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1722 27th Ave,DPW,28/12/2006,3,3x3,37.75523007,-122.4850506,Strawberry Tree,Arbutus unedo,2006,Exotic,Arbutus
DPW Maintained,1774 27th Ave,DPW,28/12/2006,3,3x3,37.75437068,-122.4849825,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1874 27th Ave,DPW,28/12/2006,6,3x12,37.75248574,-122.4848681,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1838 27th Ave,DPW,28/12/2006,6,3x3,37.75309187,-122.4849008,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1842 27th Ave,DPW,28/12/2006,8,3x3,37.75302363,-122.4848962,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1754 27th Ave,DPW,28/12/2006,3,3x3,37.7547373,-122.4850198,Strawberry Tree,Arbutus unedo,2006,Exotic,Arbutus
DPW Maintained,1819 27th Ave,DPW,28/12/2006,5,3x3,37.75341084,-122.4850914,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2274 27th Ave,DPW,28/12/2006,3,3x3,37.74504613,-122.4843556,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1866 27th Ave,DPW,28/12/2006,3,3x3,37.75261033,-122.4848754,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,1878 27th Ave,DPW,28/12/2006,3,3x3,37.75241029,-122.4848592,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1823 27th Ave,DPW,28/12/2006,3,3x3,37.75333641,-122.4850886,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1826 27th Ave,DPW,28/12/2006,6,3x3,37.75329272,-122.4849152,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1646 27th Ave,DPW,28/12/2006,3,3x3,37.75669505,-122.4851657,Swamp Myrtle,Tristaniopsis laurina,2006,Exotic,Tristaniopsis
DPW Maintained,1883 27th Ave,DPW,28/12/2006,3,3x3,37.75233056,-122.4850152,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2254 27th Ave,DPW,28/12/2006,3,3x3,37.7453494,-122.4843755,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1850 27th Ave,DPW,28/12/2006,6,3x3,37.75288302,-122.4848827,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1770 27th Ave,DPW,28/12/2006,3,3x3,37.75444511,-122.4849982,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2226 27th Ave,DPW,28/12/2006,3,3x3,37.7458387,-122.4844166,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2214 27th Ave,DPW,28/12/2006,3,3x3,37.74603784,-122.4844249,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1834 27th Ave,DPW,28/12/2006,3,3x3,37.7531513,-122.4849052,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1811 27th Ave,DPW,28/12/2006,3,3x3,37.75353987,-122.4851028,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2218 27th Ave,DPW,28/12/2006,3,3x3,37.74597923,-122.4844248,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2270 27th Ave,DPW,28/12/2006,3,3x3,37.74511753,-122.4843619,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2362 27th Ave,DPW,29/12/2006,3,3x3,37.74335086,-122.4842237,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2426 27th Ave,DPW,29/12/2006,3,3x3,37.74209495,-122.4841393,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2207 27th Ave,DPW,29/12/2006,3,3x3,37.74623548,-122.4845815,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2410 27th Ave,DPW,29/12/2006,3,3x3,37.74249616,-122.4841629,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2330 27th Ave,DPW,29/12/2006,3,3x3,37.74393761,-122.4842699,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2578 27th Ave,DPW,29/12/2006,3,3x3,37.73935742,-122.483949,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2434 27th Ave,DPW,29/12/2006,3,3x3,37.74200579,-122.4841346,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2215 27th Ave,DPW,29/12/2006,3,3x3,37.74609263,-122.4845717,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,1891 27th Ave,DPW,29/12/2006,3,3x3,37.7521909,-122.4850115,Strawberry Tree,Arbutus unedo,2006,Exotic,Arbutus
DPW Maintained,2358 27th Ave,DPW,29/12/2006,3,3x3,37.74343427,-122.4842389,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2450 27th Ave,DPW,29/12/2006,3,3x3,37.74172435,-122.4841276,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2006,Exotic,Prunus
DPW Maintained,2243 27th Ave,DPW,29/12/2006,3,3x3,37.74559158,-122.4845429,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2307 27th Ave,DPW,29/12/2006,3,3x3,37.74433786,-122.4844608,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2337 27th Ave,DPW,29/12/2006,3,3x3,37.74383549,-122.4844275,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2291 27th Ave,DPW,29/12/2006,3,3x3,37.74477657,-122.4844916,Hybrid Strawberry Tree,Arbutus 'Marina',2006,Exotic,Arbutus
DPW Maintained,2326 27th Ave,DPW,29/12/2006,3,3x3,37.74401375,-122.4842754,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2350 27th Ave,DPW,29/12/2006,3,3x3,37.74358022,-122.4842392,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2370 27th Ave,DPW,29/12/2006,3,3x3,37.74325604,-122.4842236,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2558 27th Ave,DPW,29/12/2006,3,3x3,37.7397251,-122.4839751,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2470 27th Ave,DPW,29/12/2006,3,3x3,37.74137997,-122.4840898,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2506 27th Ave,DPW,29/12/2006,3,3x3,37.740585,-122.4840385,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2566 27th Ave,DPW,29/12/2006,3,3x3,37.73959706,-122.4839663,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2438 27th Ave,DPW,29/12/2006,3,3x3,37.74192789,-122.4841231,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2590 27th Ave,DPW,29/12/2006,3,3x3,37.73918003,-122.4839388,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2574 27th Ave,DPW,29/12/2006,3,3x3,37.73943363,-122.4839674,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2006,Exotic,Prunus
DPW Maintained,2550 27th Ave,DPW,29/12/2006,3,3x3,37.73986094,-122.4839842,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
DPW Maintained,2498 27th Ave,DPW,29/12/2006,3,3x3,37.74113384,-122.4840762,Ornamental Cherry,Prunus serrulata,2006,Exotic,Prunus
Permitted Site,2309 Fillmore St,Private,01/01/2007,4,3X3,37.79079461,-122.4343076,Evergreen Pear,Pyrus kawakamii,2007,Exotic,Pyrus
DPW Maintained,143 Noe St,Private,01/01/2007,3,3x3,37.76687634,-122.4332532,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
Permitted Site,2301 Fillmore St,Private,01/01/2007,5,Width 4ft,37.79103494,-122.4343541,Ornamental Pear,Pyrus calleryana,2007,Exotic,Pyrus
DPW Maintained,2 Guerrero St,DPW,01/01/2007,8,2x2,37.7706781,-122.4248902,Hop Bush,Dodonaea viscosa,2007,Exotic,Dodonaea
DPW Maintained,934 Market St,DPW,01/01/2007,6,4x4,37.78385161,-122.4084364,Sycamore: London Plane,Platanus x hispanica,2007,Exotic,Platanus
DPW Maintained,1642 28th Ave,DPW,04/01/2007,3,3x3,37.75672855,-122.4862523,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1600X 28th Ave,DPW,04/01/2007,3,3x3,37.75748929,-122.4863088,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1600X 28th Ave,DPW,04/01/2007,3,3x3,37.75748929,-122.4863088,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1558 28th Ave,DPW,04/01/2007,3,3x3,37.7583244,-122.4863672,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1554 28th Ave,DPW,04/01/2007,3,3x3,37.75840454,-122.4863663,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1400X 28th Ave,DPW,04/01/2007,3,3x3,37.76122253,-122.486567,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1400X 28th Ave,DPW,04/01/2007,3,3x3,37.76106683,-122.4865508,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1538 28th Ave,DPW,04/01/2007,3,3x3,37.75862306,-122.4863857,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1400X 28th Ave,DPW,04/01/2007,3,3x3,37.76122253,-122.486567,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1600X 28th Ave,DPW,04/01/2007,3,3x3,37.75748929,-122.4863088,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1275 Indiana St,Private,04/01/2007,1,3x3,37.75416228,-122.3907255,Maidenhair Tree,Ginkgo biloba,2007,Exotic,Ginkgo
DPW Maintained,1422 28th Ave,DPW,04/01/2007,3,3x3,37.7608085,-122.4865362,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1275 Indiana St,Private,04/01/2007,1,3x3,37.75425202,-122.3907374,Maidenhair Tree,Ginkgo biloba,2007,Exotic,Ginkgo
DPW Maintained,1546 28th Ave,DPW,04/01/2007,3,3x3,37.75852988,-122.4863802,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1275 Indiana St,Private,04/01/2007,1,3x3,37.75420885,-122.390733,Maidenhair Tree,Ginkgo biloba,2007,Exotic,Ginkgo
DPW Maintained,1514 28th Ave,DPW,04/01/2007,3,3x3,37.75908895,-122.4864163,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2539 27th Ave,DPW,05/01/2007,3,3x3,37.74002087,-122.4841565,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2519 27th Ave,DPW,05/01/2007,3,3x3,37.74036608,-122.4841799,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2401X 27th Ave,DPW,05/01/2007,3,3x3,37.74252509,-122.4843217,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2435 27th Ave,DPW,05/01/2007,3,3x3,37.74199563,-122.4842958,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2567 27th Ave,DPW,05/01/2007,3,3x3,37.73959436,-122.4841265,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2423 27th Ave,DPW,05/01/2007,3,3x3,37.74220544,-122.4843132,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2547 27th Ave,DPW,05/01/2007,3,3x3,37.73992663,-122.4841403,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2375 27th Ave,DPW,05/01/2007,3,3x3,37.74317821,-122.4843737,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2591 27th Ave,DPW,05/01/2007,3,3x3,37.73917821,-122.484098,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2487 27th Ave,DPW,05/01/2007,3,3x3,37.74110979,-122.4842347,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2555 27th Ave,DPW,05/01/2007,3,3x3,37.73974661,-122.4841382,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2501 27th Ave,DPW,05/01/2007,3,3x3,37.74063688,-122.484198,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2523 27th Ave,DPW,05/01/2007,3,3x3,37.74029947,-122.4841748,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2535 27th Ave,DPW,05/01/2007,3,3x3,37.74013766,-122.484165,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2345 27th Ave,DPW,05/01/2007,3,3x3,37.74368881,-122.4844154,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2419 27th Ave,DPW,05/01/2007,3,3x3,37.74231977,-122.4843139,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1000 Fulton St,DPW,07/01/2007,3,4X4,37.77755707,-122.4335546,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2455 25th Ave,DPW,10/01/2007,3,3x3,37.74174105,-122.4821183,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1583 28th Ave,DPW,12/01/2007,3,3x3,37.7578716,-122.4864831,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1307 28th Ave,DPW,12/01/2007,3,3x3,37.76291757,-122.4868284,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2234 28th Ave,DPW,12/01/2007,3,3x3,37.74565914,-122.4854732,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2321 28th Ave,DPW,12/01/2007,3,3x3,37.74404531,-122.4855201,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2286 28th Ave,DPW,12/01/2007,3,3x3,37.7447974,-122.4854118,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1293 28th Ave,DPW,12/01/2007,6,3x3,37.76329857,-122.4868511,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2366 28th Ave,DPW,12/01/2007,3,3x3,37.74327089,-122.4853016,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1726 28th Ave,DPW,12/01/2007,3,3x3,37.75512819,-122.4861167,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1722 28th Ave,DPW,12/01/2007,3,3x3,37.75519276,-122.4861255,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1311 28th Ave,DPW,12/01/2007,3,3x3,37.76278221,-122.4868164,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1215 28th Ave,DPW,12/01/2007,3,3x3,37.7646411,-122.4869542,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1774 28th Ave,DPW,12/01/2007,3,3x3,37.75430888,-122.4860653,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2490X 28th Ave,DPW,12/01/2007,3,3x3,37.74096048,-122.4851495,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1869 28th Ave,DPW,12/01/2007,3,3x3,37.75254026,-122.4860985,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
