legal_status,address,caretaker,date,dbh,plot_size,latitude,longitude,species_english,species_latin,year,Native,Family
DPW Maintained,1359 28th Ave,DPW,12/01/2007,3,3x3,37.76199225,-122.4867668,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2115 28th Ave,DPW,12/01/2007,3,3x3,37.74791023,-122.485775,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,1824 28th Ave,DPW,12/01/2007,3,3x3,37.753266,-122.486007,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1959 28th Ave,DPW,12/01/2007,3,3x3,37.75084127,-122.485981,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1877 28th Ave,DPW,12/01/2007,3,3x3,37.75238748,-122.4861025,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1330 28th Ave,DPW,12/01/2007,3,3x3,37.76253907,-122.4866542,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1848 28th Ave,DPW,12/01/2007,3,3x3,37.75284461,-122.4859649,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1375 28th Ave,DPW,12/01/2007,3,3x3,37.76176932,-122.4867458,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1284 28th Ave,DPW,12/01/2007,3,3x3,37.7634491,-122.486723,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2258 28th Ave,DPW,12/01/2007,3,3x3,37.74526581,-122.4854514,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2538 28th Ave,DPW,12/01/2007,3,3x3,37.73997994,-122.4850699,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2562 28th Ave,DPW,12/01/2007,3,3x3,37.73957203,-122.485041,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2222 28th Ave,DPW,12/01/2007,3,3x3,37.74590853,-122.4854967,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2354 28th Ave,DPW,12/01/2007,3,3x3,37.74347289,-122.4853255,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1852 28th Ave,DPW,12/01/2007,3,3x3,37.75278621,-122.4859612,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1355 28th Ave,DPW,12/01/2007,3,3x3,37.76211392,-122.486768,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2484X 28th Ave,DPW,12/01/2007,3,3x3,37.74100446,-122.4851345,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1742 28th Ave,DPW,12/01/2007,3,3x3,37.75487737,-122.4861225,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,1828 28th Ave,DPW,12/01/2007,3,3x3,37.75319509,-122.4860006,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1419 28th Ave,DPW,12/01/2007,3,3x3,37.76082792,-122.4866799,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1334 28th Ave,DPW,12/01/2007,3,3x3,37.7624647,-122.4866505,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2450 28th Ave,DPW,12/01/2007,3,3x3,37.74162463,-122.4851838,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1872 28th Ave,DPW,12/01/2007,3,3x3,37.75241742,-122.4859398,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1770 28th Ave,DPW,12/01/2007,3,3x3,37.75437798,-122.4860699,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2355 28th Ave,DPW,12/01/2007,3,3x3,37.74347245,-122.4854767,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2310 28th Ave,DPW,12/01/2007,3,3x3,37.74421248,-122.4853642,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1311 28th Ave,DPW,12/01/2007,3,3x3,37.76285785,-122.4868234,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2316 28th Ave,DPW,12/01/2007,3,3x3,37.74408354,-122.4853479,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2135 28th Ave,DPW,12/01/2007,3,3x3,37.74755473,-122.4857576,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1475 28th Ave,DPW,12/01/2007,3,3x3,37.75991285,-122.4866153,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1479 28th Ave,DPW,12/01/2007,3,3x3,37.75983716,-122.4866133,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1886 28th Ave,DPW,12/01/2007,3,3x3,37.7522067,-122.4859304,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2546 28th Ave,DPW,12/01/2007,3,3x3,37.73989865,-122.4850623,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2358 28th Ave,DPW,12/01/2007,3,3x3,37.74336565,-122.4853053,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2390X 28th Ave,DPW,12/01/2007,3,3x3,37.74282826,-122.4852804,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1876 28th Ave,DPW,12/01/2007,3,3x3,37.75234611,-122.4859342,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1766 28th Ave,DPW,12/01/2007,3,3x3,37.7544549,-122.4860748,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1415 28th Ave,DPW,12/01/2007,3,3x3,37.7609333,-122.4866871,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1975 28th Ave,DPW,12/01/2007,3,3x3,37.75055993,-122.4859659,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1427 28th Ave,DPW,12/01/2007,12,3x3,37.76074724,-122.4866752,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1319 28th Ave,DPW,12/01/2007,3,3x3,37.76273978,-122.4868102,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1435 28th Ave,DPW,12/01/2007,3,3x3,37.76055259,-122.4866636,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2506 28th Ave,DPW,12/01/2007,3,3x3,37.74052495,-122.4851096,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1386 28th Ave,DPW,12/01/2007,3,3x3,37.76157796,-122.4865866,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1885 28th Ave,DPW,12/01/2007,3,3x3,37.75221448,-122.4860827,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1907 28th Ave,DPW,12/01/2007,3,3x3,37.75173587,-122.4860483,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2515 28th Ave,DPW,12/01/2007,3,3x3,37.74038824,-122.4852554,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1358 28th Ave,DPW,12/01/2007,3,3x3,37.76200284,-122.4866114,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1471 28th Ave,DPW,12/01/2007,3,3x3,37.75996159,-122.486619,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2467 28th Ave,DPW,12/01/2007,3,3x3,37.74140004,-122.4853267,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2330 28th Ave,DPW,12/01/2007,3,3x3,37.74382245,-122.4853397,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2507 28th Ave,DPW,12/01/2007,3,3x3,37.74056991,-122.4852689,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2394 28th Ave,DPW,12/01/2007,3,3x3,37.74277601,-122.4852649,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1886 28th Ave,DPW,12/01/2007,3,3x3,37.75226348,-122.4859309,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1238 28th Ave,DPW,12/01/2007,3,3x3,37.7642795,-122.4867813,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2306 28th Ave,DPW,12/01/2007,3,3x3,37.7442922,-122.485378,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2206 28th Ave,DPW,12/01/2007,3,3x3,37.74616609,-122.4855104,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1261 28th Ave,DPW,12/01/2007,3,3x3,37.76382358,-122.4869017,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2334 28th Ave,DPW,12/01/2007,3,3x3,37.74375376,-122.4853332,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2479 28th Ave,DPW,12/01/2007,3,3x3,37.74120018,-122.4853148,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1832 28th Ave,DPW,12/01/2007,3,3x3,37.75312172,-122.4859971,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1963 28th Ave,DPW,12/01/2007,3,3x3,37.75077243,-122.4859773,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2490X 28th Ave,DPW,12/01/2007,3,3x3,37.74091715,-122.4851298,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1931 28th Ave,DPW,12/01/2007,3,3x3,37.75131859,-122.4860107,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2316 28th Ave,DPW,12/01/2007,3,3x3,37.74412788,-122.4853643,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1318 28th Ave,DPW,12/01/2007,3,3x3,37.76272887,-122.4866693,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2331 28th Ave,DPW,12/01/2007,3,3x3,37.74386061,-122.4855023,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1347 28th Ave,DPW,12/01/2007,3,3x3,37.76220206,-122.4867774,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2414 28th Ave,DPW,12/01/2007,3,3x3,37.74234981,-122.4852348,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2463 28th Ave,DPW,12/01/2007,3,3x3,37.74147575,-122.4853353,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1786 28th Ave,DPW,12/01/2007,3,3x3,37.75409603,-122.4860484,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1362 28th Ave,DPW,12/01/2007,3,3x3,37.76194176,-122.4866081,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1821 28th Ave,DPW,12/01/2007,3,3x3,37.75334767,-122.4861608,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1662 28th Ave,DPW,12/01/2007,3,3x3,37.75640681,-122.4862273,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2111 28th Ave,DPW,12/01/2007,3,3x3,37.74794862,-122.485782,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2123 28th Ave,DPW,12/01/2007,3,3x3,37.74776209,-122.4857704,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2367 28th Ave,DPW,12/01/2007,3,3x3,37.74326079,-122.4854593,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1256 28th Ave,DPW,12/01/2007,3,3x3,37.76395926,-122.4867439,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2478 28th Ave,DPW,12/01/2007,3,3x3,37.74116227,-122.4851481,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2250 28th Ave,DPW,12/01/2007,3,3x3,37.74537463,-122.4854523,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2547 28th Ave,DPW,12/01/2007,3,3x3,37.73988126,-122.4852211,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1844 28th Ave,DPW,12/01/2007,3,3x3,37.75292463,-122.4859744,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1706 28th Ave,DPW,12/01/2007,3,3x3,37.75545243,-122.486145,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2415 28th Ave,DPW,12/01/2007,3,3x3,37.74226879,-122.4853869,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1483 28th Ave,DPW,12/01/2007,3,3x3,37.75978173,-122.486608,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2426 28th Ave,DPW,12/01/2007,3,3x3,37.74209446,-122.4852175,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2346 28th Ave,DPW,12/01/2007,3,3x3,37.74357266,-122.4853225,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2390X 28th Ave,DPW,12/01/2007,3,3x3,37.74282826,-122.4852804,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2490X 28th Ave,DPW,12/01/2007,3,3x3,37.74096048,-122.4851495,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1939 28th Ave,DPW,12/01/2007,3,3x3,37.75121151,-122.4860055,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2139 28th Ave,DPW,12/01/2007,3,3x3,37.74749208,-122.485752,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2326 28th Ave,DPW,12/01/2007,3,3x3,37.74396365,-122.4853458,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2511 28th Ave,DPW,12/01/2007,3,3x3,37.74050501,-122.485265,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1559 28th Ave,DPW,12/01/2007,3,3x3,37.75828969,-122.4865109,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1347 26th Ave,DPW,13/01/2007,3,3x3,37.76230307,-122.4846344,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1375 25th Ave,DPW,13/01/2007,3,3x3,37.76188318,-122.4835298,Cajeput,Melaleuca quinquenervia,2007,Exotic,Melaleuca
DPW Maintained,2223 27th Ave,DPW,15/01/2007,3,3x3,37.74592637,-122.484571,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2628 24th Ave,DPW,16/01/2007,3,3x3,37.73851285,-122.4806679,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2643 24th Ave,DPW,16/01/2007,3,3x3,37.73827636,-122.4807987,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2663 24th Ave,DPW,16/01/2007,3,3x3,37.73791768,-122.4807734,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2646 24th Ave,DPW,16/01/2007,3,3x3,37.73822915,-122.4806493,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2639 24th Ave,DPW,16/01/2007,3,3x3,37.73834781,-122.4808158,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2611 24th Ave,DPW,16/01/2007,3,3x3,37.73881991,-122.4808467,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2662 24th Ave,DPW,16/01/2007,3,3x3,37.73793438,-122.4806295,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2632 24th Ave,DPW,16/01/2007,3,3x3,37.73844255,-122.4806661,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1550 28th Ave,DPW,16/01/2007,3,3x3,37.75845937,-122.4863765,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2667 24th Ave,DPW,16/01/2007,3,3x3,37.73786844,-122.4807823,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2600X 24th Ave,DPW,16/01/2007,3,3x3,37.73903572,-122.4807137,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2640 24th Ave,DPW,16/01/2007,3,3x3,37.73828117,-122.4806524,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2650 24th Ave,DPW,16/01/2007,3,3x3,37.73814811,-122.4806429,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2602X 24th Ave,DPW,16/01/2007,3,3x3,37.73886199,-122.4806951,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2654 24th Ave,DPW,16/01/2007,3,3x3,37.73808662,-122.4806404,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,3006 Sacramento St,Private,17/01/2007,3,3X3PL,37.78880944,-122.4426966,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2544 24th Ave,DPW,17/01/2007,3,3x3,37.74010275,-122.480781,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2576 24th Ave,DPW,17/01/2007,3,3x3,37.73956986,-122.4807429,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2462 24th Ave,DPW,17/01/2007,3,3x3,37.741669,-122.4808899,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2586 24th Ave,DPW,17/01/2007,3,3x3,37.73937936,-122.4807311,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2490X 24th Ave,DPW,17/01/2007,3,3x3,37.7411499,-122.4808561,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2572 24th Ave,DPW,17/01/2007,3,3x3,37.7396482,-122.4807484,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2548 24th Ave,DPW,17/01/2007,3,3x3,37.74003913,-122.4807845,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,2466 24th Ave,DPW,17/01/2007,3,3x3,37.74155761,-122.4808799,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2524 24th Ave,DPW,17/01/2007,3,3x3,37.74039858,-122.4808017,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2590 24th Ave,DPW,17/01/2007,3,3x3,37.73929634,-122.480722,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2430 24th Ave,DPW,17/01/2007,3,3x3,37.74222053,-122.4809303,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2492X 24th Ave,DPW,17/01/2007,3,3x3,37.74110077,-122.4808478,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2478 24th Ave,DPW,17/01/2007,3,3x3,37.74139977,-122.4808686,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2568 24th Ave,DPW,17/01/2007,3,3x3,37.73972383,-122.4807547,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2482 24th Ave,DPW,17/01/2007,3,3x3,37.74131714,-122.4808618,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2580 24th Ave,DPW,17/01/2007,3,3x3,37.73944698,-122.4807312,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2516 24th Ave,DPW,17/01/2007,3,3x3,37.74057282,-122.4808148,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1606 24th Ave,DPW,18/01/2007,3,3x3,37.75754307,-122.482001,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1646 24th Ave,DPW,18/01/2007,3,3x3,37.75682489,-122.4819545,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1678 24th Ave,DPW,18/01/2007,3,3x3,37.75627868,-122.4819125,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1634 24th Ave,DPW,18/01/2007,3,3x3,37.75701846,-122.4819665,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1650 24th Ave,DPW,18/01/2007,3,3x3,37.75674894,-122.4819479,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1586 24th Ave,DPW,18/01/2007,3,3x3,37.75803884,-122.4820414,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1674 24th Ave,DPW,18/01/2007,3,3x3,37.75633841,-122.4819141,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1746 24th Ave,DPW,18/01/2007,3,3x3,37.75495034,-122.4818007,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1754 24th Ave,DPW,18/01/2007,3,3x3,37.75481657,-122.4817953,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1670 24th Ave,DPW,18/01/2007,3,3x3,37.75640882,-122.4819274,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1770 24th Ave,DPW,18/01/2007,3,3x3,37.75454635,-122.4817653,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1750 24th Ave,DPW,18/01/2007,3,3x3,37.75492308,-122.4818257,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1596 24th Ave,DPW,18/01/2007,3,3x3,37.75788695,-122.4820289,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1566 24th Ave,DPW,18/01/2007,3,3x3,37.75838008,-122.4820606,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1666 24th Ave,DPW,18/01/2007,3,3x3,37.75648307,-122.4819271,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1686 24th Ave,DPW,18/01/2007,3,3x3,37.75617557,-122.4819052,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1371 24th Ave,DPW,19/01/2007,3,3x3,37.76200073,-122.482462,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2447 24th Ave,DPW,19/01/2007,3,3x3,37.74188742,-122.4810584,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2427 24th Ave,DPW,19/01/2007,3,3x3,37.74227647,-122.4810863,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1379 24th Ave,DPW,19/01/2007,3,3x3,37.76184919,-122.4824579,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2439 24th Ave,DPW,19/01/2007,3,3x3,37.7420221,-122.4810655,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1501 24th Ave,DPW,19/01/2007,3,3x3,37.75942896,-122.4822885,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2319 24th Ave,DPW,19/01/2007,3,3x3,37.74425096,-122.4812303,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1531 24th Ave,DPW,19/01/2007,3,3x3,37.75900014,-122.4822487,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1419 24th Ave,DPW,19/01/2007,3,3x3,37.76108266,-122.4823946,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1567 24th Ave,DPW,19/01/2007,3,3x3,37.75833628,-122.4822056,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2315 24th Ave,DPW,19/01/2007,3,3x3,37.74432795,-122.4812382,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2323 24th Ave,DPW,19/01/2007,3,3x3,37.74411829,-122.4812174,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,734 14th St,DPW,19/01/2007,3,3x3,37.76775868,-122.4296563,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,1631 24th Ave,DPW,19/01/2007,3,3x3,37.75708403,-122.4821236,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
DPW Maintained,2443 24th Ave,DPW,19/01/2007,3,3x3,37.74196079,-122.4810627,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,2475 24th Ave,DPW,19/01/2007,3,3x3,37.74144911,-122.4810303,Ornamental Cherry,Prunus serrulata,2007,Exotic,Prunus
DPW Maintained,1243 24th Ave,DPW,19/01/2007,3,3x3,37.76438033,-122.4826237,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,1562 24th Ave,DPW,19/01/2007,3,3x3,37.75845732,-122.4820694,Hybrid Strawberry Tree,Arbutus 'Marina',2007,Exotic,Arbutus
DPW Maintained,2379 24th Ave,DPW,19/01/2007,3,3x3,37.74322544,-122.4811478,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2007,Exotic,Prunus
DPW Maintained,1751 24th Ave,DPW,19/01/2007,3,3x3,37.7549351,-122.4819916,Swamp Myrtle,Tristaniopsis laurina,2007,Exotic,Tristaniopsis
